Ride_ID,Timestamp,Origin_Latitude,Origin_Longitude,Destination_Latitude,Destination_Longitude,Distance_km,Duration_min,Fare,Payment_Method,User_ID,User_Age,User_Gender,Driver_ID,Driver_Rating,Vehicle_Type,Surge_Multiplier,Ride_Canceled
RIDE00749,2023-09-12 12:03:19,40.6666,-74.19727,40.58715,-73.89781,21.1,48.2,35.69,Cash,USER0195,22,Male,DRIVER081,4.8,SUV,2.0,No
RIDE00750,2023-05-06 19:47:33,40.65537,-74.19644,40.83263,-73.85907,4.82,17.6,23.29,Cash,USER0245,34,Female,DRIVER067,4.3,SUV,1.2,No
RIDE00751,2023-06-30 13:00:52,40.63211,-73.94012,40.72346,-74.04239,8.74,50.5,28.39,Wallet,USER0088,46,Male,DRIVER156,3.9,SUV,1.2,No
RIDE00752,2023-06-21 07:31:09,40.67991,-74.09729,40.881,-74.01939,3.24,59.3,26.16,Cash,USER0393,25,Non-binary,DRIVER055,4.1,Economy,1.0,Yes
RIDE00753,2023-06-21 03:45:46,40.71425,-73.99558,40.78502,-73.8946,1.62,55.9,22.34,Wallet,USER0011,45,Female,DRIVER188,4.8,SUV,1.5,No
RIDE00754,2023-09-20 20:55:32,40.52061,-73.98696,40.82103,-73.76346,1.28,18.5,40.24,Credit Card,USER0301,40,Non-binary,DRIVER198,3.6,Economy,1.5,Yes
RIDE00755,2023-03-24 12:03:03,40.74199,-74.06935,40.86641,-74.19846,19.48,55.0,48.09,Cash,USER0353,60,Female,DRIVER006,4.9,Luxury,2.0,Yes
RIDE00756,2023-07-18 06:10:03,40.52911,-73.91766,40.55249,-73.9991,4.67,42.1,44.75,Credit Card,USER0419,43,Male,DRIVER051,3.9,Economy,1.5,Yes
RIDE00757,2023-07-03 22:12:06,40.73503,-73.7041,40.63928,-73.73748,15.83,41.6,29.18,Cash,USER0186,18,Male,DRIVER104,4.8,Luxury,2.0,Yes
RIDE00758,2023-11-05 19:28:35,40.58681,-74.09815,40.55561,-74.13855,14.05,38.3,37.21,Wallet,USER0477,62,Male,DRIVER076,4.5,Luxury,1.5,Yes
RIDE00759,2023-12-16 18:39:38,40.86281,-73.92122,40.89503,-73.72447,24.34,48.8,32.31,Cash,USER0226,56,Male,DRIVER097,4.5,Luxury,1.2,No
RIDE00760,2023-11-06 01:05:05,40.8636,-73.92045,40.88804,-74.07573,14.72,23.8,49.51,Cash,USER0300,37,Non-binary,DRIVER198,3.7,Economy,1.0,No
RIDE00761,2023-10-13 08:02:00,40.57601,-73.70575,40.62187,-73.85691,1.61,11.5,37.16,Cash,USER0293,39,Male,DRIVER138,4.9,SUV,1.2,Yes
RIDE00762,2023-03-07 06:19:58,40.79875,-73.8129,40.54744,-73.94254,18.62,27.5,24.73,Cash,USER0094,42,Male,DRIVER120,4.7,Luxury,2.0,No
RIDE00763,2023-09-13 15:52:07,40.86578,-74.13097,40.7777,-74.19844,24.6,32.8,42.25,Cash,USER0230,41,Non-binary,DRIVER024,3.6,SUV,1.5,No
RIDE00764,2023-02-02 07:06:48,40.78151,-74.14046,40.62297,-73.72903,16.23,13.2,7.69,Credit Card,USER0458,31,Female,DRIVER149,4.0,SUV,1.2,Yes
RIDE00765,2023-04-21 22:31:47,40.59573,-73.80845,40.89244,-73.88311,19.66,32.2,41.52,Credit Card,USER0011,37,Female,DRIVER030,4.2,Economy,2.0,No
RIDE00766,2023-07-20 03:37:52,40.61322,-74.14986,40.80521,-73.7152,5.48,53.5,42.27,Cash,USER0497,45,Male,DRIVER178,4.4,Luxury,1.0,No
RIDE00767,2023-09-15 14:48:41,40.75949,-73.80696,40.50752,-73.86104,16.66,15.9,37.63,Credit Card,USER0252,57,Non-binary,DRIVER033,4.9,Economy,1.2,No
RIDE00768,2023-09-03 17:26:02,40.64386,-73.89299,40.6725,-73.95773,6.32,14.9,6.8,Credit Card,USER0485,55,Non-binary,DRIVER014,3.7,SUV,1.2,No
RIDE00769,2023-08-29 23:06:56,40.6864,-74.17397,40.51312,-73.80302,5.65,30.0,22.97,Credit Card,USER0344,48,Male,DRIVER059,4.4,Economy,2.0,No
RIDE00770,2023-05-11 20:48:24,40.78897,-73.88206,40.73727,-73.73046,21.17,14.2,46.73,Wallet,USER0291,58,Male,DRIVER189,4.2,Economy,1.2,No
RIDE00771,2023-02-06 04:48:22,40.62809,-73.78837,40.86341,-73.96194,18.43,28.0,33.32,Cash,USER0177,57,Male,DRIVER180,3.6,Luxury,1.0,No
RIDE00772,2023-11-14 21:45:39,40.62517,-73.89988,40.62066,-73.85025,20.37,47.1,24.8,Wallet,USER0454,55,Female,DRIVER137,4.6,Economy,1.2,No
RIDE00773,2023-10-19 01:46:32,40.84563,-74.06845,40.5386,-74.00757,10.07,44.1,40.43,Wallet,USER0174,20,Male,DRIVER029,3.7,Economy,2.0,Yes
RIDE00774,2023-04-02 08:06:37,40.50649,-73.89549,40.74072,-73.84403,7.25,30.8,9.66,Wallet,USER0044,61,Male,DRIVER144,4.2,Economy,1.5,No
RIDE00775,2023-09-19 20:18:54,40.73361,-73.73466,40.58001,-73.76188,2.24,10.6,43.12,Wallet,USER0454,49,Male,DRIVER123,3.9,SUV,1.5,No
RIDE00776,2023-05-01 20:29:52,40.61808,-73.87191,40.5117,-73.84167,2.99,52.8,39.11,Cash,USER0190,20,Female,DRIVER102,3.7,SUV,1.2,Yes
RIDE00777,2023-03-29 16:21:55,40.59201,-73.71824,40.79848,-73.95104,4.45,50.9,31.09,Wallet,USER0036,49,Female,DRIVER167,4.8,Economy,1.0,Yes
RIDE00778,2023-11-10 11:58:00,40.59829,-73.8132,40.7319,-73.78382,1.56,6.3,40.62,Wallet,USER0091,38,Non-binary,DRIVER149,4.3,Luxury,1.5,No
RIDE00779,2023-03-19 20:07:04,40.87739,-73.95282,40.84206,-73.70639,24.64,14.2,37.49,Credit Card,USER0070,40,Non-binary,DRIVER183,4.8,SUV,2.0,No
RIDE00780,2023-02-27 06:28:21,40.80534,-73.77472,40.74518,-73.7518,21.81,9.0,21.49,Cash,USER0320,19,Non-binary,DRIVER189,4.0,SUV,2.0,Yes
RIDE00781,2023-01-10 07:21:33,40.78942,-73.94092,40.52733,-73.95892,3.66,33.3,34.54,Wallet,USER0154,34,Female,DRIVER035,3.7,SUV,1.0,No
RIDE00782,2023-01-18 05:45:07,40.68433,-73.80802,40.8053,-74.07832,23.25,34.1,11.39,Wallet,USER0347,62,Non-binary,DRIVER014,3.7,Economy,1.2,Yes
RIDE00783,2023-04-06 00:30:59,40.64087,-73.85078,40.78632,-73.7279,3.94,26.3,15.94,Credit Card,USER0202,48,Non-binary,DRIVER133,4.0,Economy,1.0,Yes
RIDE00784,2023-07-04 05:35:33,40.71862,-73.86299,40.56871,-74.14727,4.4,28.2,26.72,Credit Card,USER0470,42,Male,DRIVER047,4.7,SUV,2.0,No
RIDE00785,2023-08-26 21:55:53,40.85575,-73.87249,40.50173,-74.18539,7.29,12.0,16.9,Credit Card,USER0077,52,Male,DRIVER138,4.7,Luxury,1.0,No
RIDE00786,2023-11-27 14:33:47,40.88289,-74.15658,40.86969,-74.03675,5.34,43.3,19.85,Credit Card,USER0057,24,Male,DRIVER060,4.1,Economy,1.0,No
RIDE00787,2023-10-26 00:30:08,40.83563,-74.00028,40.84052,-74.05982,2.86,18.3,36.22,Wallet,USER0479,45,Female,DRIVER033,3.6,Economy,1.5,Yes
RIDE00788,2023-01-29 14:38:48,40.8272,-73.99727,40.77925,-73.86703,21.27,21.1,25.62,Wallet,USER0405,62,Female,DRIVER062,4.0,Economy,1.2,No
RIDE00789,2023-06-26 01:45:14,40.50255,-74.19232,40.76941,-73.8647,22.91,23.5,36.91,Wallet,USER0492,55,Male,DRIVER013,4.7,Luxury,1.2,Yes
RIDE00790,2023-06-10 14:07:26,40.75228,-73.74041,40.8339,-73.73863,5.99,50.4,38.86,Cash,USER0343,57,Male,DRIVER131,4.3,SUV,1.0,Yes
RIDE00791,2023-12-11 03:27:01,40.56041,-73.83693,40.66964,-73.95402,3.42,23.5,39.06,Cash,USER0101,40,Non-binary,DRIVER156,4.7,Luxury,1.2,No
RIDE00792,2023-09-02 17:44:32,40.6824,-73.90853,40.66303,-74.0336,20.09,38.5,20.41,Credit Card,USER0493,61,Male,DRIVER140,4.2,Economy,1.2,Yes
RIDE00793,2023-08-12 03:49:39,40.75509,-73.79224,40.62571,-73.91201,10.93,10.9,36.01,Wallet,USER0325,49,Male,DRIVER019,4.2,Luxury,2.0,No
RIDE00794,2023-03-17 15:53:09,40.8651,-73.71847,40.70789,-74.16767,12.68,44.7,19.88,Cash,USER0165,19,Non-binary,DRIVER062,3.9,Economy,1.2,Yes
RIDE00795,2023-10-06 04:57:12,40.50629,-73.99802,40.6445,-73.74492,16.02,9.1,25.27,Wallet,USER0150,42,Male,DRIVER138,3.8,Economy,1.0,No
RIDE00796,2023-09-28 21:38:56,40.66454,-74.11248,40.78885,-73.83749,6.05,55.6,16.61,Cash,USER0365,20,Male,DRIVER142,4.2,Economy,1.2,No
RIDE00797,2023-05-30 18:40:24,40.78888,-73.92068,40.69749,-73.80746,11.08,57.2,17.39,Cash,USER0406,49,Male,DRIVER022,4.0,Luxury,1.0,No
RIDE00798,2023-07-11 08:30:31,40.61468,-74.03002,40.68278,-73.98152,22.35,55.1,6.61,Credit Card,USER0486,23,Female,DRIVER087,4.0,Luxury,1.5,No
RIDE00799,2023-06-05 03:34:12,40.77914,-73.94336,40.77482,-74.07045,16.21,39.7,11.3,Cash,USER0403,48,Female,DRIVER135,4.6,SUV,1.0,Yes
RIDE00800,2023-04-05 15:21:53,40.87588,-73.93105,40.59035,-74.14431,11.82,45.7,28.48,Credit Card,USER0043,34,Male,DRIVER138,4.5,SUV,2.0,Yes
RIDE00801,2023-02-27 07:02:28,40.86722,-74.07493,40.89398,-73.9039,4.87,29.0,6.17,Wallet,USER0182,52,Female,DRIVER024,4.3,Economy,1.0,Yes
RIDE00802,2023-09-12 13:35:55,40.59639,-74.01146,40.84271,-73.729,8.17,46.7,44.61,Cash,USER0309,23,Non-binary,DRIVER067,4.0,Luxury,1.5,No
RIDE00803,2023-09-25 03:57:57,40.60097,-74.07836,40.82097,-74.13629,22.69,43.5,30.36,Wallet,USER0410,23,Female,DRIVER067,4.4,Luxury,1.0,No
RIDE00804,2023-01-03 00:11:51,40.81797,-73.8122,40.64698,-74.0099,16.83,45.3,37.12,Wallet,USER0254,33,Non-binary,DRIVER086,4.9,SUV,2.0,Yes
RIDE00805,2023-12-13 09:35:00,40.88372,-73.75174,40.76966,-74.0446,16.15,44.8,18.8,Credit Card,USER0009,64,Non-binary,DRIVER141,4.7,Economy,1.0,No
RIDE00806,2023-10-19 21:46:45,40.59728,-73.95901,40.65855,-74.10507,21.52,37.4,37.21,Cash,USER0319,63,Male,DRIVER035,4.0,Economy,1.0,No
RIDE00807,2023-12-01 17:23:50,40.61999,-74.00866,40.77061,-73.98815,3.81,50.1,30.54,Credit Card,USER0457,58,Non-binary,DRIVER046,4.6,Luxury,2.0,No
RIDE00808,2023-10-27 11:29:55,40.53225,-74.08981,40.65792,-73.80124,9.23,33.0,18.71,Cash,USER0303,24,Female,DRIVER012,4.4,Luxury,1.2,Yes
RIDE00809,2023-12-10 16:02:00,40.75996,-73.79992,40.89103,-74.13685,9.32,13.4,37.09,Credit Card,USER0214,47,Male,DRIVER110,3.8,Luxury,1.5,Yes
RIDE00810,2023-02-11 05:41:16,40.66211,-74.02345,40.85697,-73.90461,24.88,5.4,35.3,Credit Card,USER0087,42,Male,DRIVER126,3.7,Luxury,1.5,No
RIDE00811,2023-10-30 21:55:18,40.6904,-73.84959,40.64548,-74.19541,15.4,37.6,11.95,Wallet,USER0187,65,Female,DRIVER053,4.9,Economy,1.0,No
RIDE00812,2023-06-15 06:51:49,40.78114,-74.05636,40.58011,-74.04204,1.12,42.1,41.23,Credit Card,USER0436,39,Non-binary,DRIVER036,4.9,Luxury,1.5,No
RIDE00813,2023-03-26 04:13:56,40.83813,-73.82561,40.66172,-74.05159,13.52,29.9,10.78,Wallet,USER0130,33,Female,DRIVER057,5.0,Economy,2.0,Yes
RIDE00814,2023-03-10 12:11:10,40.63251,-73.92272,40.66988,-73.86001,7.11,22.6,32.34,Cash,USER0099,56,Male,DRIVER179,4.7,SUV,2.0,No
RIDE00815,2023-11-09 03:25:37,40.88954,-74.04306,40.80593,-74.0583,3.92,14.7,43.66,Credit Card,USER0263,48,Non-binary,DRIVER163,4.1,Economy,1.2,Yes
RIDE00816,2023-09-28 01:50:24,40.86766,-73.91314,40.73746,-73.77544,15.55,44.7,16.58,Cash,USER0144,20,Non-binary,DRIVER023,4.0,Luxury,1.0,Yes
RIDE00817,2023-07-21 19:42:48,40.86051,-73.82692,40.82039,-74.18283,13.86,20.4,15.26,Credit Card,USER0267,38,Non-binary,DRIVER133,3.7,Luxury,2.0,Yes
RIDE00818,2023-06-30 12:35:22,40.72671,-74.10492,40.64244,-73.94881,13.43,47.5,43.29,Wallet,USER0463,37,Male,DRIVER038,4.8,SUV,1.0,Yes
RIDE00819,2023-01-20 14:16:25,40.86966,-74.08257,40.88006,-74.06327,19.26,17.8,31.25,Credit Card,USER0469,53,Female,DRIVER160,4.8,Economy,1.0,No
RIDE00820,2023-08-05 21:30:01,40.61215,-74.0673,40.70457,-73.91301,6.19,32.1,11.68,Credit Card,USER0013,63,Non-binary,DRIVER114,3.6,Economy,1.5,No
RIDE00821,2023-04-07 12:51:28,40.76324,-73.78253,40.68185,-74.09215,9.76,7.7,5.54,Credit Card,USER0251,46,Male,DRIVER019,4.7,SUV,1.2,No
RIDE00822,2023-12-23 21:43:22,40.84017,-74.02199,40.69574,-73.71675,22.57,33.5,21.39,Cash,USER0164,31,Non-binary,DRIVER109,4.1,Luxury,2.0,No
RIDE00823,2023-11-26 02:27:39,40.58286,-74.14006,40.87696,-73.79489,1.71,33.9,27.89,Wallet,USER0464,57,Female,DRIVER185,3.8,Luxury,1.2,No
RIDE00824,2023-02-17 22:07:15,40.82828,-73.72211,40.79512,-73.84162,4.33,33.0,44.16,Credit Card,USER0086,44,Male,DRIVER163,4.5,Economy,1.0,Yes
RIDE00825,2023-06-27 18:54:58,40.87155,-74.19669,40.69925,-73.73278,3.0,56.0,28.26,Credit Card,USER0027,24,Female,DRIVER140,3.8,SUV,2.0,Yes
RIDE00826,2023-02-21 11:44:47,40.72558,-73.721,40.57164,-73.83214,17.6,20.7,26.46,Credit Card,USER0333,18,Female,DRIVER021,4.9,Luxury,1.2,Yes
RIDE00827,2023-11-08 04:05:20,40.83978,-74.0144,40.63078,-73.81198,4.04,26.1,45.5,Cash,USER0123,61,Non-binary,DRIVER189,3.7,Luxury,2.0,Yes
RIDE00828,2023-06-30 01:47:07,40.71622,-73.75094,40.74929,-73.8363,7.57,46.7,48.76,Credit Card,USER0359,26,Male,DRIVER195,4.8,Economy,1.2,No
RIDE00829,2023-09-17 13:57:19,40.7959,-73.91274,40.76443,-73.79249,5.78,57.4,33.97,Credit Card,USER0157,55,Non-binary,DRIVER083,4.8,Luxury,1.5,Yes
RIDE00830,2023-07-26 04:24:04,40.77572,-74.10856,40.69688,-74.1204,3.21,7.3,31.42,Wallet,USER0135,61,Female,DRIVER118,4.7,SUV,1.5,Yes
RIDE00831,2023-08-06 00:30:59,40.79818,-73.94443,40.61743,-74.00386,17.99,57.0,27.55,Cash,USER0230,19,Female,DRIVER043,4.7,Luxury,1.5,Yes
RIDE00832,2023-08-20 00:13:12,40.53907,-73.82492,40.70192,-73.96329,16.65,53.5,28.55,Cash,USER0222,50,Female,DRIVER175,4.8,SUV,1.0,No
RIDE00833,2023-05-04 11:02:52,40.53041,-73.93713,40.82379,-74.00432,12.21,45.2,22.01,Cash,USER0173,46,Non-binary,DRIVER071,3.6,Economy,1.0,Yes
RIDE00834,2023-10-21 20:33:49,40.74555,-73.73017,40.50707,-73.83662,20.42,28.7,46.67,Wallet,USER0021,22,Female,DRIVER087,3.5,SUV,1.2,Yes
RIDE00835,2023-12-13 08:57:50,40.88757,-74.02636,40.89628,-73.73847,11.47,20.3,34.18,Wallet,USER0140,50,Female,DRIVER008,4.0,Economy,1.2,No
RIDE00836,2023-06-21 05:18:54,40.75365,-73.81205,40.54765,-73.92599,23.71,53.4,44.19,Wallet,USER0384,29,Non-binary,DRIVER009,3.6,SUV,2.0,No
RIDE00837,2023-08-26 06:44:47,40.68022,-74.13982,40.84115,-74.03829,23.14,22.3,26.69,Credit Card,USER0389,47,Non-binary,DRIVER196,3.8,Luxury,1.2,No
RIDE00838,2023-11-13 22:07:39,40.72122,-74.04217,40.51439,-73.76707,7.0,24.1,26.78,Cash,USER0337,35,Female,DRIVER003,4.4,SUV,1.0,Yes
RIDE00839,2023-10-07 17:55:14,40.5743,-73.86295,40.76376,-73.73271,5.75,14.1,22.09,Credit Card,USER0235,62,Female,DRIVER200,4.3,SUV,1.0,Yes
RIDE00840,2023-12-13 18:08:18,40.65203,-74.14963,40.85388,-73.87268,21.3,20.8,35.09,Wallet,USER0338,54,Male,DRIVER007,3.8,SUV,1.2,Yes
RIDE00841,2023-07-16 17:54:18,40.61815,-73.76908,40.67227,-73.97906,18.22,31.8,7.91,Wallet,USER0042,42,Female,DRIVER199,3.7,SUV,1.2,No
RIDE00842,2023-06-15 16:04:14,40.5294,-74.06858,40.65563,-73.75139,24.08,17.3,15.12,Cash,USER0171,52,Non-binary,DRIVER171,4.0,SUV,1.5,Yes
RIDE00843,2023-11-19 00:00:19,40.652,-73.72074,40.72754,-73.79782,3.47,14.3,14.29,Wallet,USER0283,59,Female,DRIVER177,4.8,Economy,1.2,No
RIDE00844,2023-12-19 03:47:27,40.56171,-74.10804,40.72151,-73.87438,20.04,56.7,11.75,Wallet,USER0017,64,Male,DRIVER007,4.3,SUV,1.2,Yes
RIDE00845,2023-08-01 19:51:51,40.64428,-73.99045,40.68793,-73.77193,15.1,19.3,32.39,Cash,USER0067,21,Male,DRIVER186,4.1,SUV,1.2,Yes
RIDE00846,2023-06-23 02:52:00,40.87718,-74.01746,40.56252,-73.80725,4.98,38.3,37.79,Wallet,USER0447,34,Female,DRIVER008,4.4,SUV,1.2,Yes
RIDE00847,2023-12-15 10:54:14,40.80454,-73.97464,40.60536,-74.01172,5.94,10.8,10.38,Cash,USER0475,55,Male,DRIVER022,5.0,Economy,1.0,No
RIDE00848,2023-03-03 01:09:06,40.53492,-73.71036,40.65112,-73.86028,18.33,17.7,13.86,Wallet,USER0320,25,Non-binary,DRIVER083,4.2,Luxury,1.5,Yes
RIDE00849,2023-10-16 11:58:04,40.72279,-73.7929,40.80659,-74.17183,11.4,20.3,27.45,Cash,USER0006,62,Male,DRIVER043,4.2,Luxury,1.0,Yes
RIDE00850,2023-12-01 12:30:46,40.54132,-73.79796,40.52457,-73.96306,11.71,10.3,30.62,Cash,USER0377,51,Male,DRIVER194,4.8,SUV,1.5,No
RIDE00851,2023-07-04 11:48:51,40.72169,-73.77185,40.55128,-74.14133,15.31,35.4,33.74,Cash,USER0294,49,Male,DRIVER191,5.0,Economy,1.5,No
RIDE00852,2023-06-24 22:35:24,40.81378,-73.79998,40.82382,-74.03076,7.52,33.0,5.55,Cash,USER0010,29,Male,DRIVER164,3.8,Economy,2.0,Yes
RIDE00853,2023-04-11 22:18:25,40.50494,-73.96351,40.80608,-74.12572,8.65,14.3,38.58,Cash,USER0155,46,Non-binary,DRIVER150,4.2,Luxury,1.5,Yes
RIDE00854,2023-10-19 22:50:15,40.81167,-73.98924,40.65223,-74.0775,3.58,37.9,41.85,Credit Card,USER0195,36,Male,DRIVER021,4.5,Economy,1.2,No
RIDE00855,2023-04-07 07:42:55,40.72381,-73.75336,40.89678,-74.00168,10.19,7.2,40.45,Cash,USER0103,28,Male,DRIVER022,4.2,Luxury,1.2,Yes
RIDE00856,2023-11-23 19:55:21,40.5971,-73.93301,40.52258,-73.90192,5.79,54.0,45.42,Wallet,USER0464,20,Male,DRIVER177,4.9,Luxury,1.0,No
RIDE00857,2023-09-05 07:19:35,40.77413,-73.95669,40.59385,-73.8274,9.47,34.6,38.36,Cash,USER0241,36,Female,DRIVER049,4.5,Luxury,1.0,Yes
RIDE00858,2023-04-18 02:05:00,40.60757,-73.77075,40.53398,-73.70442,22.55,15.7,21.36,Credit Card,USER0195,56,Male,DRIVER124,3.7,SUV,2.0,Yes
RIDE00859,2023-10-25 10:01:52,40.55837,-74.15051,40.84758,-74.15519,20.66,31.9,6.48,Wallet,USER0199,39,Male,DRIVER026,3.5,Economy,1.5,Yes
RIDE00860,2023-10-30 03:56:48,40.61038,-74.09227,40.56791,-73.7909,11.79,50.2,33.19,Credit Card,USER0019,45,Non-binary,DRIVER113,4.0,Economy,1.2,Yes
RIDE00861,2023-07-22 08:58:31,40.81307,-73.78051,40.51495,-73.88383,22.35,25.3,47.84,Cash,USER0356,25,Male,DRIVER138,4.3,Luxury,1.0,No
RIDE00862,2023-07-08 13:16:49,40.87769,-73.8277,40.66899,-74.1942,23.99,20.5,27.83,Wallet,USER0345,61,Female,DRIVER166,4.6,SUV,1.2,No
RIDE00863,2023-09-01 04:31:32,40.69832,-74.01985,40.66847,-74.13897,7.07,57.1,17.22,Credit Card,USER0139,27,Female,DRIVER096,3.8,Economy,1.0,Yes
RIDE00864,2023-04-03 18:50:27,40.68314,-73.79499,40.68788,-73.74576,10.84,28.5,48.27,Wallet,USER0357,22,Non-binary,DRIVER015,4.1,Luxury,1.2,No
RIDE00865,2023-04-17 03:20:30,40.50271,-73.99412,40.62661,-73.90657,15.49,29.5,43.1,Wallet,USER0193,30,Female,DRIVER162,3.8,SUV,1.0,No
RIDE00866,2023-06-20 07:35:21,40.83665,-73.86021,40.62897,-73.96025,22.05,11.9,29.2,Credit Card,USER0172,48,Non-binary,DRIVER192,4.9,Luxury,1.2,Yes
RIDE00867,2023-01-31 10:47:48,40.84488,-73.91157,40.69534,-74.15272,23.81,30.0,8.58,Credit Card,USER0188,49,Male,DRIVER155,4.3,Luxury,1.0,No
RIDE00868,2023-10-05 03:08:34,40.67225,-73.93078,40.58236,-74.00802,13.73,55.5,40.91,Wallet,USER0412,33,Non-binary,DRIVER007,4.7,SUV,1.5,Yes
RIDE00869,2023-04-21 02:57:28,40.76041,-74.0577,40.82458,-73.84863,10.56,44.4,25.1,Wallet,USER0263,18,Female,DRIVER185,3.8,Luxury,1.2,Yes
RIDE00870,2023-04-02 15:21:51,40.62017,-73.94478,40.56665,-74.13738,3.75,55.6,28.53,Cash,USER0438,42,Female,DRIVER039,4.3,SUV,1.2,No
RIDE00871,2023-04-16 03:08:14,40.77812,-73.97653,40.88777,-73.84312,20.42,11.6,16.01,Wallet,USER0402,65,Female,DRIVER091,4.7,SUV,1.2,No
RIDE00872,2023-05-11 18:23:48,40.57105,-73.89317,40.75418,-73.93124,11.31,53.9,40.88,Cash,USER0218,59,Male,DRIVER081,4.6,SUV,1.2,No
RIDE00873,2023-05-05 18:31:32,40.62766,-73.7217,40.53013,-73.84963,5.46,32.1,13.22,Credit Card,USER0209,29,Non-binary,DRIVER098,3.8,SUV,2.0,No
RIDE00874,2023-12-13 03:21:23,40.75316,-73.87971,40.58563,-73.79127,6.89,9.8,47.14,Wallet,USER0363,42,Non-binary,DRIVER173,3.6,Economy,2.0,Yes
RIDE00875,2023-07-29 08:09:24,40.81279,-73.98909,40.61893,-73.93496,6.16,12.5,43.59,Credit Card,USER0176,20,Non-binary,DRIVER030,3.8,SUV,1.5,No
RIDE00876,2023-02-01 20:02:48,40.61212,-73.99761,40.82184,-73.78143,9.92,20.3,15.28,Wallet,USER0068,37,Non-binary,DRIVER130,3.7,SUV,1.2,No
RIDE00877,2023-02-23 21:51:38,40.64601,-74.16044,40.88318,-73.79059,4.48,41.8,37.28,Cash,USER0483,29,Non-binary,DRIVER166,4.8,Luxury,1.0,Yes
RIDE00878,2023-02-28 14:10:14,40.57992,-74.04326,40.73128,-73.82325,8.55,58.3,12.98,Wallet,USER0178,32,Non-binary,DRIVER075,3.5,SUV,1.2,No
RIDE00879,2023-03-31 23:24:01,40.57197,-73.84478,40.60935,-73.87071,1.23,49.2,49.07,Wallet,USER0369,39,Female,DRIVER193,4.0,SUV,1.5,No
RIDE00880,2023-05-29 04:18:50,40.51077,-74.00227,40.71243,-73.769,17.52,45.9,16.96,Wallet,USER0134,61,Non-binary,DRIVER075,3.6,SUV,1.2,Yes
RIDE00881,2023-09-27 09:27:48,40.87719,-73.80951,40.63893,-74.19734,18.2,17.2,17.49,Wallet,USER0283,55,Male,DRIVER067,4.1,Luxury,1.0,Yes
RIDE00882,2023-03-01 23:53:23,40.81907,-73.82605,40.8295,-74.04285,6.13,9.1,38.44,Credit Card,USER0099,49,Female,DRIVER041,3.5,Luxury,1.2,No
RIDE00883,2023-10-02 08:27:49,40.52766,-73.97486,40.61996,-73.91246,14.62,13.6,38.0,Cash,USER0251,32,Non-binary,DRIVER022,3.6,SUV,1.0,No
RIDE00884,2023-03-25 14:29:09,40.81802,-73.77289,40.62534,-74.15609,8.72,23.4,46.29,Cash,USER0145,63,Male,DRIVER140,3.9,Luxury,2.0,No
RIDE00885,2023-01-25 01:22:04,40.55567,-74.08269,40.60051,-73.82347,6.58,29.9,45.78,Wallet,USER0137,46,Female,DRIVER038,3.9,SUV,1.5,Yes
RIDE00886,2023-06-11 14:06:01,40.60107,-73.82806,40.76862,-74.13764,2.59,45.5,10.96,Credit Card,USER0043,62,Male,DRIVER154,3.7,Luxury,1.0,Yes
RIDE00887,2023-06-08 14:13:03,40.66925,-74.09471,40.85236,-73.71686,7.81,42.0,18.62,Cash,USER0468,25,Female,DRIVER172,4.6,SUV,2.0,Yes
RIDE00888,2023-05-09 16:29:07,40.67963,-74.15222,40.70649,-73.71145,6.09,9.1,14.35,Wallet,USER0231,24,Male,DRIVER148,4.2,Economy,1.5,No
RIDE00889,2023-07-30 11:24:51,40.7329,-73.96341,40.69968,-74.07583,6.22,42.8,15.98,Cash,USER0471,28,Female,DRIVER139,3.5,Luxury,2.0,Yes
RIDE00890,2023-06-30 08:48:41,40.8694,-73.81453,40.82956,-73.7271,14.46,54.1,39.28,Cash,USER0344,26,Male,DRIVER123,3.7,Luxury,1.2,No
RIDE00891,2023-06-11 15:34:41,40.66732,-73.70199,40.60717,-74.0533,18.19,7.1,26.48,Wallet,USER0044,26,Male,DRIVER074,4.2,SUV,1.0,Yes
RIDE00892,2023-01-25 07:30:42,40.88737,-73.89095,40.82357,-74.13007,23.71,10.5,9.42,Cash,USER0413,65,Male,DRIVER126,4.3,Luxury,1.0,No
RIDE00893,2023-03-22 23:03:13,40.82492,-73.73421,40.86273,-74.04353,20.38,43.8,44.67,Credit Card,USER0342,56,Female,DRIVER134,3.6,Luxury,1.5,Yes
RIDE00894,2023-11-20 03:31:20,40.86576,-74.08532,40.79065,-73.7016,17.11,33.7,7.3,Credit Card,USER0468,54,Female,DRIVER197,4.2,SUV,1.2,No
RIDE00895,2023-06-13 09:14:33,40.59929,-73.97842,40.58026,-73.9447,14.77,15.5,40.55,Credit Card,USER0164,19,Male,DRIVER020,4.7,Economy,2.0,Yes
RIDE00896,2023-06-01 00:49:11,40.56654,-73.93663,40.59615,-73.86869,16.51,35.7,8.29,Wallet,USER0442,46,Female,DRIVER039,4.8,Economy,2.0,No
RIDE00897,2023-12-18 14:18:52,40.72529,-74.18242,40.80621,-74.18163,17.37,51.1,26.52,Cash,USER0261,49,Female,DRIVER045,4.2,Economy,2.0,No
RIDE00898,2023-10-26 02:53:19,40.7587,-73.74236,40.6641,-73.77196,11.44,39.4,24.89,Wallet,USER0459,41,Non-binary,DRIVER196,4.0,SUV,1.5,Yes
